datetime_utc, _conds, _dewptm, _fog, _hail, _hum, _precipm, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _wdire
20120626-18:00,Widespread Dust,21,0,0,44,,996,0,0,32,0,0,
20120626-21:00,Widespread Dust,22,0,0,50,,995,0,0,31,0,0,
20120627-00:00,Blowing Sand,19,0,0,34,,995,0,0,34,0,0,SW
20120627-03:00,Blowing Sand,20,0,0,34,,997,0,0,34,0,0,WSW
20120627-06:00,Blowing Sand,22,0,0,31,,997,0,0,37,0,0,WNW
20120627-09:00,Blowing Sand,20,0,0,23,,996,0,0,40,0,0,West
20120627-12:00,Widespread Dust,21,0,0,29,,995,0,0,38,0,0,NNE
20120627-15:00,Haze,22,0,0,37,,996,0,0,35,0,0,
20120627-21:00,Haze,22,0,0,44,,997,0,0,33,0,0,
20120628-00:00,Haze,22,0,0,54,,998,0,0,30,0,0,West
20120628-03:00,Haze,22,0,0,38,,998,0,0,35,0,0,West
20120628-06:00,Blowing Sand,21,0,0,27,,998,0,0,39,0,0,West
20120628-09:00,Blowing Sand,18,0,0,17,,996,0,0,41,0,0,West
20120628-12:00,Widespread Dust,16,0,0,15,,994,0,0,41,0,0,WNW
20120628-15:00,Widespread Dust,19,0,0,23,,995,0,0,38,0,0,NNW
20120628-21:00,Haze,20,0,0,33,,996,0,0,34,0,0,
20120629-00:00,Haze,20,0,0,36,,997,0,0,33,0,0,WSW
20120629-03:00,Blowing Sand,18,0,0,27,,998,0,0,35,0,0,WSW
20120629-06:00,Blowing Sand,20,0,0,22,,997,0,0,39,0,0,West
20120629-09:00,Blowing Sand,18,0,0,18,,996,0,0,42,0,0,NW
20120629-12:00,Blowing Sand,16,0,0,19,,995,0,0,38,0,0,West
20120629-18:00,Widespread Dust,19,0,0,29,,996,0,0,34,0,0,
20120630-00:00,Haze,19,0,0,36,,996,0,0,32,0,0,WSW
20120630-03:00,Haze,18,0,0,27,,997,0,0,35,0,0,West
20120630-09:00,Blowing Sand,16,0,0,14,,994,0,0,42,0,0,WNW
20120630-12:00,Blowing Sand,15,0,0,13,,992,0,0,42,0,0,WNW
20120630-15:00,Widespread Dust,20,0,0,27,,993,0,0,38,0,0,
20120630-18:00,Widespread Dust,22,0,0,37,,994,0,0,35,0,0,
20120630-21:00,Haze,24,0,0,49,,994,0,0,33,0,0,
20120701-00:00,Haze,22,0,0,44,,995,0,0,32,0,0,
20120701-03:00,Blowing Sand,17,0,0,24,,996,0,0,36,0,0,WNW
20120701-06:00,Blowing Sand,20,0,0,21,,995,0,0,41,0,0,NW
20120701-09:00,Haze,17,0,0,14,,993,0,0,43,0,0,WSW
20120701-12:00,Widespread Dust,16,0,0,14,,991,0,0,42,0,0,NNW
20120701-15:00,Haze,22,0,0,31,,993,0,0,38,0,0,
20120701-18:00,Haze,23,0,0,39,,995,0,0,36,0,0,East
20120701-21:00,Haze,25,0,0,51,,995,0,0,34,0,0,East
20120702-00:00,Haze,26,0,0,58,,996,0,0,33,0,0,ESE
20120702-03:00,Haze,28,0,0,58,,997,0,0,35,0,0,ENE
20120702-06:00,Widespread Dust,26,0,0,40,,997,0,0,39,0,0,East
20120702-09:00,Haze,25,0,0,29,,994,0,0,41,0,0,
20120702-12:00,Haze,23,0,0,28,,992,0,0,41,0,0,NE
20120702-18:00,Haze,26,0,0,49,,994,0,0,35,0,0,East
20120702-21:00,Haze,25,0,0,51,,994,0,0,35,0,0,East
20120703-00:00,Haze,25,0,0,54,,994,0,0,33,0,0,ESE
20120703-03:00,Haze,26,0,0,50,,994,0,0,35,0,0,ESE
20120703-09:00,Blowing Sand,26,0,0,51,,993,0,0,36,0,0,East
20120703-12:00,Haze,26,0,0,57,,992,0,0,33,0,0,East
20120703-15:00,Haze,26,0,0,58,,992,0,0,33,0,0,ESE
20120704-00:00,Haze,24,0,0,,,993,0,0,,0,0,NNE
20120704-03:00,Haze,25,0,0,55,,994,0,0,33,0,0,ESE
20120704-06:00,Haze,26,0,0,39,,993,0,0,39,0,0,East
20120704-09:00,Widespread Dust,25,0,0,33,,991,0,0,41,0,0,ESE
20120704-12:00,Widespread Dust,26,0,0,47,,991,0,0,36,0,0,ENE
20120704-15:00,Haze,26,0,0,60,,992,0,0,32,0,0,East
20120704-18:00,Haze,25,0,0,64,,994,0,0,31,0,0,ESE
20120704-21:00,Haze,26,0,0,68,,994,0,0,31,0,0,ESE
20120705-00:00,Haze,26,0,0,71,,994,0,0,30,0,0,East
20120705-03:00,Haze,24,0,0,56,,996,0,0,32,0,0,East
20120705-06:00,Haze,24,0,0,38,,995,0,0,37,0,0,West
20120705-15:00,Haze,25,0,0,46,,993,0,0,35,0,0,
20120705-18:00,Haze,23,0,0,53,,995,0,0,32,0,0,South
20120705-21:00,Haze,24,0,0,60,,994,0,0,30,0,0,SW
20120706-03:00,Haze,24,0,0,61,,995,0,0,30,0,0,
20120706-06:00,Haze,26,0,0,53,,996,0,0,35,0,0,NE
20120706-12:00,Haze,25,0,0,43,,992,0,0,36,0,0,ESE
20120706-15:00,Thunderstorms and Rain,25,0,0,98,,996,1,0,26,1,0,ESE
20120706-18:00,Thunderstorms and Rain,25,0,0,94,,997,1,0,25,1,0,SSE
20120706-21:00,Thunderstorms and Rain,25,0,0,97,,996,1,0,25,1,0,SE
20120707-00:00,Light Rain,25,0,0,98,,996,1,0,25,0,0,East
20120707-03:00,Light Rain,25,0,0,94,,997,1,0,25,0,0,ENE
20120707-06:00,Light Rain,25,0,0,86,,997,1,0,27,0,0,NW
20120707-09:00,Mist,25,0,0,78,,994,0,0,28,0,0,
20120707-15:00,Mist,25,0,0,77,,996,0,0,28,0,0,East
20120707-18:00,Mist,25,0,0,85,,997,0,0,27,0,0,East
20120707-21:00,Mist,25,0,0,84,,996,0,0,27,0,0,ENE
20120708-00:00,Mist,25,0,0,87,,996,0,0,27,0,0,
20120708-03:00,Haze,25,0,0,68,,996,0,0,30,0,0,East
20120708-06:00,Haze,25,0,0,62,,998,0,0,32,0,0,NE
20120708-09:00,Haze,24,0,0,55,,997,0,0,32,0,0,East
20120708-12:00,Haze,24,0,0,51,,995,0,0,33,0,0,East
20120708-15:00,Haze,24,0,0,65,,997,0,0,30,0,0,
20120708-18:00,Mist,24,0,0,69,,999,0,0,29,0,0,
20120708-21:00,Mist,25,0,0,77,,998,0,0,28,0,0,
20120709-00:00,Mist,25,0,0,78,,998,0,0,28,0,0,
20120709-06:00,Mist,25,0,0,82,,1000,0,0,28,0,0,ESE
20120709-09:00,Haze,26,0,0,57,,997,0,0,33,0,0,East
20120709-12:00,Haze,26,0,0,57,,996,0,0,34,0,0,ESE
20120709-15:00,Haze,26,0,0,65,,997,0,0,32,0,0,
20120709-18:00,Mist,26,0,0,69,,998,0,0,31,0,0,
20120709-21:00,Light Rain,27,0,0,89,,999,1,0,29,0,0,
20120710-00:00,Mist,26,0,0,81,,995,0,0,29,0,0,ENE
20120710-03:00,Haze,25,0,0,69,,1000,0,0,30,0,0,East
20120710-06:00,Haze,25,0,0,50,,1000,0,0,34,0,0,East
20120710-09:00,Haze,26,0,0,50,,997,0,0,35,0,0,ESE
20120710-12:00,Haze,26,0,0,50,,996,0,0,35,0,0,East
20120710-15:00,Haze,26,0,0,62,,998,0,0,32,0,0,East
20120710-21:00,Mist,26,0,0,89,,999,0,0,28,0,0,ENE
20120711-00:00,Light Drizzle,26,0,0,90,,999,1,0,28,0,0,ENE
20120711-06:00,Light Rain,26,0,0,74,,1001,1,0,30,0,0,NE
20120711-09:00,Haze,24,0,0,51,,999,0,0,33,0,0,ESE
20120711-12:00,Haze,25,0,0,57,,997,0,0,32,0,0,
20120711-15:00,Haze,25,0,0,63,,998,0,0,31,0,0,SE
20120711-18:00,Mist,25,0,0,73,,1000,0,0,30,0,0,SE
20120711-21:00,Mist,26,0,0,74,,999,0,0,29,0,0,SE
20120712-03:00,Mist,27,0,0,78,,1000,0,0,30,0,0,SE
20120712-06:00,Light Rain,29,0,0,78,,1000,1,0,32,0,0,ESE
20120712-09:00,Thunderstorms and Rain,26,0,0,86,,998,1,0,28,1,0,North
20120712-15:00,Mist,26,0,0,83,,998,0,0,28,0,0,West
20120712-21:00,Mist,25,0,0,82,,998,0,0,28,0,0,
20120713-00:00,Mist,26,0,0,82,,998,0,0,28,0,0,West
20120713-06:00,Haze,24,0,0,57,,999,0,0,32,0,0,SW
20120713-09:00,Haze,26,0,0,50,,996,0,0,35,0,0,WNW
20120713-12:00,Light Rain,27,0,0,64,,995,1,0,33,0,0,SE
20120713-15:00,Light Rain,26,0,0,93,,997,1,0,26,0,0,
20120713-18:00,Mist,25,0,0,86,,999,0,0,27,0,0,
20120713-21:00,Mist,25,0,0,89,,998,0,0,27,0,0,
20120714-00:00,Mist,26,0,0,90,,998,0,0,27,0,0,
20120714-06:00,Light Rain,25,0,0,68,,1000,1,0,30,0,0,SW
20120714-09:00,Haze,25,0,0,61,,998,0,0,31,0,0,WNW
20120714-12:00,Haze,24,0,0,51,,996,0,0,33,0,0,West
20120714-15:00,Haze,24,0,0,59,,997,0,0,31,0,0,
20120714-18:00,Mist,26,0,0,78,,998,0,0,30,0,0,
20120714-21:00,Mist,25,0,0,72,,998,0,0,29,0,0,
20120715-00:00,Mist,25,0,0,77,,998,0,0,29,0,0,WSW
20120715-03:00,Haze,25,0,0,66,,998,0,0,31,0,0,
20120715-06:00,Haze,24,0,0,48,,999,0,0,34,0,0,West
20120715-09:00,Haze,24,0,0,38,,997,0,0,36,0,0,WSW
20120715-12:00,Haze,24,0,0,42,,995,0,0,36,0,0,North
20120715-15:00,Light Rain,25,0,0,56,,998,1,0,32,0,0,WNW
20120715-18:00,Mist,26,0,0,73,,999,0,0,30,0,0,
20120715-21:00,Mist,25,0,0,72,,999,0,0,29,0,0,
20120716-00:00,Mist,24,0,0,72,,1000,0,0,28,0,0,West
20120716-03:00,Haze,24,0,0,57,,1001,0,0,32,0,0,WNW
20120716-09:00,Haze,22,0,0,33,,999,0,0,37,0,0,ENE
20120716-12:00,Haze,23,0,0,35,,997,0,0,37,0,0,NNE
20120716-15:00,Haze,23,0,0,53,,1000,0,0,31,0,0,
20120716-21:00,Haze,26,0,0,69,,1000,0,0,30,0,0,
20120717-00:00,Haze,25,0,0,68,,1000,0,0,30,0,0,NW
20120717-03:00,Haze,24,0,0,55,,1001,0,0,31,0,0,WNW
20120717-06:00,Haze,24,0,0,40,,1001,0,0,36,0,0,West
20120717-09:00,Haze,22,0,0,33,,998,0,0,37,0,0,WNW
20120717-12:00,Haze,22,0,0,30,,996,0,0,38,0,0,NW
20120717-15:00,Haze,22,0,0,39,,996,0,0,34,0,0,NW
20120717-18:00,Haze,25,0,0,59,,998,0,0,32,0,0,
20120717-21:00,Haze,25,0,0,66,,997,0,0,31,0,0,
20120718-00:00,Haze,24,0,0,68,,997,0,0,30,0,0,
20120718-03:00,Clear,23,0,0,46,,998,0,0,33,0,0,West
20120718-06:00,Haze,22,0,0,31,,997,0,0,38,0,0,WNW
20120718-15:00,Haze,24,0,0,38,,992,0,0,37,0,0,NW
20120718-18:00,Haze,26,0,0,57,,993,0,0,34,0,0,
20120718-21:00,Haze,22,0,0,43,,994,0,0,33,0,0,WSW
20120719-00:00,Haze,21,0,0,39,,994,0,0,33,0,0,West
20120719-03:00,Blowing Sand,22,0,0,42,,995,0,0,34,0,0,WSW
20120719-06:00,Blowing Sand,23,0,0,35,,994,0,0,37,0,0,WSW
20120719-09:00,Widespread Dust,23,0,0,30,,993,0,0,40,0,0,NW
20120719-12:00,Widespread Dust,20,0,0,23,,991,0,0,40,0,0,West
20120719-15:00,Haze,24,0,0,42,,992,0,0,36,0,0,
20120719-18:00,Haze,27,0,0,58,,994,0,0,34,0,0,
20120719-21:00,Haze,27,0,0,66,,994,0,0,33,0,0,
20120720-03:00,Haze,23,0,0,46,,997,0,0,34,0,0,WNW
20120720-06:00,Haze,27,0,0,54,,997,0,0,36,0,0,East
20120720-09:00,Haze,26,0,0,48,,997,0,0,36,0,0,ENE
20120720-12:00,Haze,26,0,0,60,,996,0,0,34,0,0,East
20120720-15:00,Haze,26,0,0,60,,998,0,0,33,0,0,
20120720-18:00,Haze,25,0,0,64,,999,0,0,31,0,0,ESE
20120720-21:00,Mist,25,0,0,73,,999,0,0,30,0,0,
20120721-00:00,Mist,25,0,0,76,,1000,0,0,29,0,0,
20120721-03:00,Mist,26,0,0,70,,1002,0,0,31,0,0,NE
20120721-09:00,Haze,26,0,0,50,,999,0,0,36,0,0,East
20120721-12:00,Haze,25,0,0,47,,998,0,0,35,0,0,NNE
20120721-15:00,Haze,26,0,0,66,,999,0,0,31,0,0,East
20120721-18:00,Mist,26,0,0,69,,1000,0,0,31,0,0,East
20120721-21:00,Mist,26,0,0,73,,1000,0,0,30,0,0,NE
20120722-00:00,Mist,26,0,0,80,,1000,0,0,29,0,0,
20120722-03:00,Haze,25,0,0,61,,1000,0,0,32,0,0,
20120722-06:00,Haze,25,0,0,46,,998,0,0,35,0,0,ENE
20120722-09:00,Haze,26,0,0,46,,997,0,0,36,0,0,
20120722-15:00,Haze,27,0,0,58,,995,0,0,34,0,0,South
20120722-18:00,Haze,26,0,0,59,,996,0,0,33,0,0,SSE
20120722-21:00,Mist,27,0,0,68,,995,0,0,32,0,0,SSE
20120723-03:00,Haze,26,0,0,64,,996,0,0,32,0,0,SSW
20120723-06:00,Haze,26,0,0,48,,995,0,0,36,0,0,SSW
20120723-09:00,Haze,27,0,0,54,,993,0,0,36,0,0,SE
20120723-12:00,Haze,28,0,0,61,,992,0,0,35,0,0,ENE
20120723-15:00,Mist,27,0,0,68,,993,0,0,32,0,0,East
20120723-18:00,Mist,27,0,0,72,,994,0,0,31,0,0,
20120723-21:00,Mist,26,0,0,74,,992,0,0,30,0,0,ESE
20120724-00:00,Mist,26,0,0,77,,992,0,0,30,0,0,East
20120724-03:00,Mist,27,0,0,68,,994,0,0,32,0,0,West
20120724-06:00,Haze,25,0,0,46,,993,0,0,36,0,0,West
20120724-09:00,Haze,25,0,0,39,,992,0,0,38,0,0,NNE
20120724-12:00,Haze,26,0,0,44,,991,0,0,38,0,0,NNW
20120724-18:00,Haze,24,0,0,61,,995,0,0,30,0,0,SE
20120724-21:00,Mist,25,0,0,72,,995,0,0,29,0,0,SSE
20120725-00:00,Mist,25,0,0,78,,996,0,0,28,0,0,ESE
20120725-03:00,Mist,26,0,0,71,,997,0,0,30,0,0,ESE
20120725-06:00,Haze,27,0,0,60,,998,0,0,33,0,0,NE
20120725-12:00,Haze,25,0,0,54,,996,0,0,33,0,0,East
20120725-15:00,Haze,25,0,0,68,,997,0,0,31,0,0,East
20120725-18:00,Mist,25,0,0,72,,998,0,0,29,0,0,ESE
20120725-21:00,Light Rain,25,0,0,79,,998,1,0,28,0,0,East
20120726-00:00,Mist,26,0,0,81,,997,0,0,28,0,0,ESE
20120726-03:00,Light Rain,26,0,0,81,,999,1,0,29,0,0,ESE
20120726-06:00,Light Rain,27,0,0,74,,998,1,0,31,0,0,ENE
20120726-09:00,Haze,26,0,0,61,,997,0,0,32,0,0,
20120726-15:00,Light Drizzle,27,0,0,71,,997,1,0,31,0,0,East
20120726-18:00,Mist,26,0,0,71,,997,0,0,31,0,0,ENE
20120726-21:00,Mist,26,0,0,74,,997,0,0,30,0,0,East
20120727-00:00,Mist,26,0,0,77,,996,0,0,29,0,0,ENE
20120727-03:00,Haze,26,0,0,65,,997,0,0,32,0,0,
20120727-06:00,Haze,27,0,0,56,,996,0,0,35,0,0,ENE
20120727-15:00,Mist,27,0,0,82,,996,0,0,29,0,0,
20120727-21:00,Mist,27,0,0,86,,996,0,0,29,0,0,East
20120728-03:00,Mist,27,0,0,77,,997,0,0,30,0,0,East
20120728-06:00,Light Rain,25,0,0,73,,998,1,0,30,0,0,ESE
20120728-09:00,Haze,24,0,0,46,,995,0,0,34,0,0,WNW
20120728-12:00,Haze,26,0,0,54,,994,0,0,34,0,0,
20120728-15:00,Mist,25,0,0,68,,996,0,0,30,0,0,East
20120728-18:00,Mist,26,0,0,77,,997,0,0,30,0,0,ESE
20120728-21:00,Mist,25,0,0,72,,997,0,0,29,0,0,
20120729-03:00,Mist,27,0,0,76,,998,0,0,31,0,0,East
20120729-06:00,Haze,28,0,0,77,,998,0,0,32,0,0,East
20120729-09:00,Mist,26,0,0,75,,997,0,0,30,0,0,East
20120729-12:00,Mist,26,0,0,69,,995,0,0,31,0,0,
20120729-15:00,Mist,26,0,0,80,,998,0,0,30,0,0,ESE
20120729-18:00,Mist,26,0,0,77,,998,0,0,29,0,0,
20120729-21:00,Mist,26,0,0,80,,997,0,0,29,0,0,SE
20120730-06:00,Light Rain,27,0,0,84,,999,1,0,29,0,0,ENE
20120730-09:00,Light Drizzle,27,0,0,75,,997,1,0,30,0,0,
20120730-12:00,Mist,27,0,0,69,,996,0,0,32,0,0,ESE
20120730-15:00,Mist,27,0,0,76,,998,0,0,31,0,0,East
20120730-18:00,Mist,27,0,0,78,,998,0,0,30,0,0,ESE
20120730-21:00,Mist,26,0,0,80,,998,0,0,30,0,0,
20120731-00:00,Mist,27,0,0,85,,997,0,0,29,0,0,
20120731-03:00,Light Rain,25,0,0,94,,999,1,0,26,0,0,West
20120731-06:00,Light Rain,25,0,0,92,,999,1,0,26,0,0,
20120731-09:00,Light Rain,26,0,0,88,,998,1,0,27,0,0,SW
20120731-12:00,Mist,25,0,0,82,,996,0,0,28,0,0,West
20120731-15:00,Mist,26,0,0,85,,998,0,0,28,0,0,
20120731-18:00,Mist,26,0,0,91,,998,0,0,27,0,0,
20120731-21:00,Mist,26,0,0,91,,998,0,0,27,0,0,
20120801-03:00,Light Rain,26,0,0,94,,,1,0,27,0,0,
20120801-06:00,Rain,26,0,0,95,,1000,1,0,27,0,0,
20120801-09:00,Mist,26,0,0,89,,999,0,0,28,0,0,
20120801-12:00,Mist,26,0,0,77,,997,0,0,29,0,0,
20120801-15:00,Mist,26,0,0,86,,999,0,0,29,0,0,
20120801-18:00,Mist,26,0,0,86,,1000,0,0,28,0,0,SSE
20120802-00:00,Mist,26,0,0,88,,998,0,0,28,0,0,SSW
20120802-03:00,Mist,24,0,0,67,,998,0,0,29,0,0,SW
20120802-09:00,Haze,24,0,0,40,,995,0,0,37,0,0,WNW
20120802-12:00,Haze,26,0,0,56,,994,0,0,34,0,0,
20120802-15:00,Mist,27,0,0,71,,995,0,0,32,0,0,
20120802-18:00,Mist,26,0,0,69,,995,0,0,31,0,0,
20120802-21:00,Mist,25,0,0,70,,994,0,0,30,0,0,WSW
20120803-00:00,Haze,21,0,0,50,,994,0,0,30,0,0,West
20120803-06:00,Haze,24,0,0,46,,995,0,0,34,0,0,West
20120803-09:00,Haze,24,0,0,42,,994,0,0,36,0,0,
20120803-15:00,Haze,26,0,0,60,,994,0,0,32,0,0,SSE
20120803-21:00,Mist,25,0,0,72,,996,0,0,29,0,0,SE
20120804-00:00,Mist,26,0,0,83,,997,0,0,28,0,0,ESE
20120804-03:00,Mist,26,0,0,73,,998,0,0,30,0,0,ESE
20120804-06:00,Haze,26,0,0,63,,998,0,0,31,0,0,East
20120804-09:00,Haze,26,0,0,58,,997,0,0,34,0,0,ESE
20120804-15:00,Mist,26,0,0,73,,998,0,0,30,0,0,East
20120804-21:00,Mist,26,0,0,84,,999,0,0,29,0,0,East
20120805-00:00,Mist,26,0,0,87,,999,0,0,28,0,0,ESE
20120805-06:00,Haze,27,0,0,59,,1000,0,0,34,0,0,East
20120805-09:00,Haze,27,0,0,54,,998,0,0,35,0,0,East
20120805-15:00,Haze,26,0,0,65,,999,0,0,32,0,0,ESE
20120805-21:00,Mist,26,0,0,76,,1000,0,0,30,0,0,
20120806-00:00,Mist,26,0,0,80,,1000,0,0,29,0,0,
20120806-03:00,Haze,26,0,0,68,,1001,0,0,31,0,0,
20120806-06:00,Haze,26,0,0,54,,1001,0,0,34,0,0,SW
20120806-09:00,Haze,24,0,0,50,,998,0,0,34,0,0,
20120806-12:00,Haze,25,0,0,53,,997,0,0,33,0,0,
20120806-15:00,Light Rain,25,0,0,61,,999,1,0,31,0,0,
20120806-18:00,Mist,26,0,0,74,,1000,0,0,29,0,0,SSW
20120806-21:00,Mist,25,0,0,77,,1000,0,0,28,0,0,
20120807-00:00,Mist,26,0,0,85,,1000,0,0,28,0,0,
20120807-03:00,Mist,26,0,0,78,,1001,0,0,29,0,0,
20120807-06:00,Mist,27,0,0,93,,1002,0,0,28,0,0,
20120807-09:00,Haze,26,0,0,66,,1000,0,0,31,0,0,ENE
20120807-12:00,Mist,27,0,0,68,,999,0,0,32,0,0,
20120807-15:00,Mist,26,0,0,76,,1000,0,0,30,0,0,
20120807-18:00,Mist,26,0,0,77,,1000,0,0,29,0,0,
20120807-21:00,Mist,26,0,0,76,,1000,0,0,29,0,0,
20120808-00:00,Mist,26,0,0,84,,1000,0,0,29,0,0,
20120808-03:00,Mist,27,0,0,77,,1002,0,0,30,0,0,SSE
20120808-06:00,Haze,26,0,0,58,,1000,0,0,34,0,0,NE
20120808-09:00,Thunderstorms and Rain,25,0,0,83,,999,1,0,28,1,0,WSW
20120808-12:00,Mist,26,0,0,92,,999,0,0,27,0,0,NW
20120808-15:00,Mist,25,0,0,87,,1000,0,0,27,0,0,
20120808-21:00,Mist,26,0,0,91,,1000,0,0,26,0,0,
20120809-03:00,Mist,26,0,0,80,,1000,0,0,29,0,0,
20120809-06:00,Mist,27,0,0,78,,1000,0,0,31,0,0,NE
20120809-09:00,Thunderstorm,26,0,0,73,,998,0,0,30,1,0,East
20120809-12:00,Mist,27,0,0,74,,998,0,0,31,0,0,East
20120809-15:00,Mist,26,0,0,81,,999,0,0,29,0,0,ENE
20120809-18:00,Mist,25,0,0,83,,1000,0,0,28,0,0,
20120809-21:00,Mist,26,0,0,88,,999,0,0,27,0,0,
20120810-00:00,Mist,26,0,0,88,,999,0,0,27,0,0,
20120810-06:00,Mist,27,0,0,68,,1000,0,0,32,0,0,NE
20120810-09:00,Haze,28,0,0,70,,998,0,0,32,0,0,NNE
20120810-12:00,Haze,27,0,0,60,,996,0,0,33,0,0,North
20120810-15:00,Mist,27,0,0,70,,998,0,0,32,0,0,ESE
20120810-18:00,Mist,27,0,0,77,,999,0,0,30,0,0,
20120811-03:00,Mist,26,0,0,74,,1000,0,0,30,0,0,NE
20120811-06:00,Haze,25,0,0,56,,1001,0,0,33,0,0,NE
20120811-09:00,Haze,26,0,0,93,,998,0,0,27,0,0,
20120811-12:00,,24,0,0,,,1000,0,0,,0,0,NNE
20120811-15:00,Mist,26,0,0,90,,1002,0,0,27,0,0,NE
20120811-18:00,Light Drizzle,24,0,0,83,,1001,1,0,27,0,0,NE
20120811-21:00,Mist,24,0,0,84,,1001,0,0,26,0,0,
20120812-00:00,Mist,25,0,0,89,,1000,0,0,26,0,0,
20120812-03:00,Mist,26,0,0,76,,1002,0,0,29,0,0,ENE
20120812-06:00,Haze,26,0,0,56,,1001,0,0,33,0,0,NE
20120812-09:00,Haze,26,0,0,54,,998,0,0,34,0,0,NE
20120812-18:00,Mist,26,0,0,69,,1000,0,0,30,0,0,
20120812-21:00,Mist,25,0,0,76,,999,0,0,29,0,0,ENE
20120813-00:00,Mist,24,0,0,81,,999,0,0,27,0,0,East
20120813-03:00,Mist,25,0,0,73,,,0,0,29,0,0,East
20120813-06:00,Haze,25,0,0,61,,1000,0,0,31,0,0,ENE
20120813-09:00,Light Rain,27,0,0,77,,998,1,0,30,0,0,
20120813-12:00,Light Rain,27,0,0,93,,998,1,0,28,0,0,South
20120813-15:00,Mist,26,0,0,87,,,0,0,28,0,0,
20120813-21:00,Mist,26,0,0,91,,999,0,0,26,0,0,
20120814-00:00,Mist,26,0,0,91,,999,0,0,26,0,0,NE
20120814-03:00,Mist,26,0,0,83,,1000,0,0,28,0,0,ESE
20120814-06:00,Mist,26,0,0,71,,1000,0,0,31,0,0,NE
20120814-09:00,Light Rain,27,0,0,71,,998,1,0,31,0,0,East
20120814-15:00,Mist,26,0,0,75,,999,0,0,29,0,0,ESE
20120814-18:00,Mist,26,0,0,85,,1000,0,0,28,0,0,East
20120814-21:00,Mist,26,0,0,89,,999,0,0,27,0,0,ENE
20120815-00:00,Mist,26,0,0,88,,1000,0,0,27,0,0,ESE
20120815-03:00,Mist,26,0,0,82,,1001,0,0,29,0,0,East
20120815-09:00,Haze,26,0,0,58,,1001,0,0,33,0,0,ESE
20120815-12:00,Haze,26,0,0,61,,999,0,0,32,0,0,SE
20120815-15:00,Mist,25,0,0,73,,1000,0,0,30,0,0,ESE
20120815-18:00,Mist,26,0,0,82,,1002,0,0,29,0,0,
20120815-21:00,Mist,25,0,0,83,,1001,0,0,27,0,0,
20120816-00:00,Mist,24,0,0,84,,1001,0,0,26,0,0,
20120816-12:00,Haze,25,0,0,58,,999,0,0,32,0,0,SE
20120816-15:00,Haze,25,0,0,67,,1001,0,0,30,0,0,SSW
20120816-18:00,Mist,25,0,0,76,,1002,0,0,29,0,0,
20120816-21:00,Mist,26,0,0,82,,1001,0,0,28,0,0,
20120817-00:00,Mist,25,0,0,84,,1001,0,0,27,0,0,West
20120817-03:00,Mist,25,0,0,76,,1002,0,0,29,0,0,WNW
20120817-06:00,Haze,26,0,0,63,,1003,0,0,32,0,0,NW
20120817-09:00,Haze,24,0,0,47,,1000,0,0,34,0,0,West
20120817-12:00,Haze,26,0,0,50,,998,0,0,35,0,0,WSW
20120818-00:00,Mist,25,0,0,77,,1001,0,0,29,0,0,WSW
20120818-03:00,Mist,25,0,0,70,,1002,0,0,30,0,0,West
20120818-09:00,Haze,27,0,0,59,,999,0,0,34,0,0,West
20120818-12:00,Haze,24,0,0,44,,998,0,0,35,0,0,West
20120818-15:00,Haze,27,0,0,63,,999,0,0,33,0,0,
20120818-18:00,Haze,26,0,0,68,,1000,0,0,32,0,0,
20120818-21:00,Mist,26,0,0,71,,999,0,0,31,0,0,
20120819-03:00,Haze,25,0,0,65,,1001,0,0,31,0,0,
20120819-06:00,Haze,27,0,0,71,,1001,0,0,32,0,0,North
20120819-18:00,Light Rain,28,0,0,88,,1001,1,0,30,0,0,
20120819-21:00,Mist,26,0,0,84,,1000,0,0,29,0,0,
20120820-00:00,Mist,26,0,0,87,,1000,0,0,28,0,0,
20120820-03:00,Mist,26,0,0,72,,1001,0,0,30,0,0,ESE
20120820-06:00,Haze,27,0,0,64,,1000,0,0,33,0,0,SE
20120820-12:00,Light Drizzle,27,0,0,93,,1000,1,0,28,0,0,
20120820-15:00,Light Rain,28,0,0,99,,1000,1,0,28,0,0,ESE
20120820-18:00,Mist,27,0,0,97,,1001,0,0,27,0,0,ESE
20120820-21:00,Mist,27,0,0,97,,1000,0,0,27,0,0,ESE
20120821-00:00,Mist,26,0,0,94,,1000,0,0,27,0,0,SE
20120821-03:00,Thunderstorms and Rain,26,0,0,100,,1002,1,0,26,1,0,North
20120821-09:00,Mist,27,0,0,93,,1001,0,0,28,0,0,East
20120821-12:00,Light Drizzle,27,0,0,84,,999,1,0,29,0,0,East
20120821-18:00,Mist,26,0,0,92,,1002,0,0,27,0,0,
20120821-21:00,Mist,26,0,0,93,,1001,0,0,27,0,0,
20120822-00:00,Mist,25,0,0,95,,1001,0,0,26,0,0,ENE
20120822-03:00,Mist,26,0,0,83,,1002,0,0,28,0,0,East
20120822-06:00,Haze,26,0,0,64,,1002,0,0,32,0,0,East
20120822-09:00,Haze,26,0,0,60,,,0,0,32,0,0,East
20120822-12:00,Light Rain,27,0,0,90,,1000,1,0,28,0,0,ESE
20120822-15:00,Light Rain,27,0,0,99,,1002,1,0,27,0,0,
20120822-18:00,Mist,25,0,0,92,,1003,0,0,26,0,0,ENE
20120822-21:00,Mist,25,0,0,91,,1002,0,0,26,0,0,East
